KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish
igmCVCannotEnterPlanet,"You cannot enter this planet with a CV, please turn around","Du kannst den Planeten nicht mit einem CV anfliegen, bitte dreh um","Vous ne pouvez pas atterrir sur cette planète avec un CV, juste tourner autour","Non è possibile entrare in questo pianeta con una NA, si prega di tornare indietro","No puedes entrar en este planeta con una NP, retrocede",Não pode entrar neste planeta com uma NC. Dê a volta.,"Você não pode entrar neste setor com uma NC, por favor retorne","Nie możesz wlecieć na tę planetę za pomocą CV, prosimy zawrócić",Вы не можете приземлиться БС на эту планету. Вернитесь назад.,キャピタルシップではこの惑星に侵入できません,你不能驾驶母舰进入此星球，请掉头,無法駕駛主力飛船進入此行星，請掉頭,CV로 이 행성에 진입할 수 없습니다. 왔던 길로 되돌아 가십시오.,"Bu gezegene bir BG ile giremezsiniz, lütfen geri dönün"
igmCVsNotAllowed,Capital vessels are not allowed to spawn in this playfield,Grosse Raumschiffe dürfen in diesem Spielfeld nicht gespawnt werden,Les vaisseaux mère ne sont pas autorisés à spawner à cet endroit du jeu,Le Navi Ammiraglie non sono permesse in questo Scenario,No se permite crear Naves Capital en este campo de juego,Não é permitida a criação de naves capitais neste campo de jogo,Naves Capitais não podem ser criados neste setor,Okręty dowodzenia nie mogą być umieszczane w tej strefie,БС не может быть призвано на это Игровое Поле!,資本船はこの競技場で産卵することはできません,不允许在此区域生成母舰,主力飛船無法在此遊戲場地中生成,모선 선체는 이 플레이필드에서 스폰할 수 없습니다.,Büyük gemilerin bu oyun alanında çağırılması yasaktır
igmDetachNotPossible,You cannot do this now - you have to wait,Du kannst das momentan nicht machen - du musst etwas warten,Impossible pour le moment,Non puoi farlo ora - devi aspettare,"No puedes hacer esto ahora, tienes que esperar.",Não pode fazer isto agora. Tem de aguardar.,Você não pode fazer isso agora - você precisa esperar,Nie możesz tego teraz zrobić - musisz poczekać,Невозможно выполнить это сейчас - подождите немного,あなたは今、これを行うことはできません - あなたは待たなければなりません,你目前还不能做这个 - 请等待,目前無法進行此操作 - 請等待,지금은 이 작업을 할 수 없습니다. 기다리셔야 합니다.,Bunu şu anda yapamazsınız - beklemeniz gerek
igmDieWhenContinueFlying,If you continue flying you will die!,"Wenn du weiter fiegst, wirst du sterben!","Si vous continuez à voler, vous allez mourir!",Se stai all'interno della cabina mentre la Nave Ammiraglia vola morirai!,"¡Si continúas volando, morirás!","Se continuar a voar, morre!",Se você continuar voando morrerá!,Jeśli będziesz kontynuować swój lot to umrzesz!,"Если вы продолжите полет, то будете уничтожены!",このまま飛び続ければ、あなたは死んでしまうでしょう！,如果你继续飞行你会狗带！,如果你繼續飛行會導致死亡！,계속 비행하면 죽게 됩니다!,Uçmaya devam ederseniz öleceksiniz!
igmDieWhenLeavingWorld,"If you continue leaving the world, you will die!","Wenn du weiter in Richtung Orbit fliegst, wirst du sterben!","Si vous continuez à voler vers l'espace, vous allez mourir!","Se continui a lasciare il mondo, morirai!","¡Si continúas abandonando en mundo, morirás!","Se continuar a deixar o mundo, morre!","Se você continuar saindo do mundo, você morrerá!",Jeśli będziesz kontynuować opuszczanie planety to umrzesz!,"Если вы продолжите покидать локацию, то вы и ваше судно будут уничтожены!",この世界から離れようとし続ければ、あなたは死んでしまうでしょう！,如果你坚持离开此世界，你会狗带！,如果你繼續選擇離開此星球會導致死亡！,계속 세상을 떠나면 죽게 됩니다!,Dünyadan ayrılmaya devam ederseniz öleceksiniz!
igmDrillerInWrongMode,"You cannot drill this, please switch to the right drilling mode","Du kannst das nicht abbauen, bitte schalte in den richtigen Drillmodus um","Vous ne pouvez forer ceci, utilisez le bon mode de dorage","Materiale impossibile da trivellare con questa modalità, passare a quella giusta","No puedes perforar esto, cambia al modo correcto de perforación",Não pode furar isto. Mude para o modo de perfuração correto.,"Você não pode perfurar isso, mude para o modo de perfuração correto","Nie możesz tego wykopać, przełącz na odpowiedni tryb kopania","Вы не можете добывать это, измените режим добычи.",破壊できません。正しいドリルモードに切り替えてください,你不能钻探这个，请切换到正确的挖掘模式,無法使用鑽機，請選擇正確鑽機模式,드릴링할 수 없습니다. 올바른 드릴링 모드로 전환하십시오.,"Bunu delemezsiniz, lütfen doğru sondaj moduna geçiş yapın"
igmDroneBaseAttack,Warning! Drones are on their way to attack your base,Warnung! Drohnen sind auf dem Weg um deine Basis anzugreifen,Avertissement ! Des drones se préparent à attaquer votre base,Attenzione! I droni sono in procinto di attaccare la tua base,¡Advertencia! Drons están en camino para atacar tu base,Aviso! Os drones estão a caminho para atacarem a sua base,Atenção! Drones estão a caminho de atacar sua base,"Ostrzeżenie! Drony są w drodze, by zaatakować Twoją bazę",Внимание! Дроны отправились атаковать вашу базу,警告！ドローンは、彼らによる基地攻撃の方法です,警告！攻击你基地的无人机已上路！,警告！無人機正向基地發動攻擊,경고! 드론들이 기지를 공격하려고 합니다.,Uyarı! Dronelar üssünüze saldırmaya geliyor
igmDroneBaseDisabled,Congratulations! You have disabled the drone base. There will be no new drone attacks,Gratulation! Du hast die Drohnenbasis ausgeschalten. Es wird nun keine neuen Drohnenangriffe mehr geben.,Félicitations ! Vous avez désactivé la base des drones. Il n'y aura plus d'attaques de drones.,Complimenti! Hai disattivato la base dei droni. Non ci saranno nuovi attacchi da parte di droni,¡Enhorabuena! Has deshabilitado la base dron No habrá más ataques dron,Parabéns! Desativou a base drone. Não haverá mais nenhum ataque de drones,Parabéns! Você desabilitou a base de drones. Não haverá novos ataques de drones,Gratulacje! Zneutralizowałeś bazę dronów. Powstrzyma ich to przed kolejnymi atakami na twoją bazę,Замечательно! Вы отключили базу дронов. Больше отсюда не будет никаких атак,おめでとう！あなたはドローンベースを無効にしました。新しいドローン攻撃は行われません,祝贺你！你已经摧毁了无人机基地。不会再有新的无人机骚扰你！,恭喜！你已關閉無人機基地。不會再有新無人機攻擊,축하합니다! 드론 기지를 비활성화하셨습니다. 새로운 드론 공격이 없습니다.,Tebrikler! Drone üssünü devre dışı bıraktınız. Yeni drone saldırısı olmayacak
igmEffectAlienParasiteStep1,An Alien parasite infected you. An antidote injection will prevent it from spreading out.,Ein Alien-Parasit hat dich infiziert. Spritze dir ein Gegengift bevor er sich ausbreitet!,Un parasite Alien vous a infecté. Une injection d'antidote peut vous sauver.,Un parassita alieno ti ha infettato. Un'iniezione di antidoto può impedire la sua diffusione.,Un parásito alienígena te ha infectado Una inyección de antídoto prevendrá que se expanda,Foi infetado por um parasita Alien. Uma injeção antídoto evita que se espalhe.,Um parasita alienígena infectou você. Uma injeção de antídoto impedirá que ele se espalhe.,Zostałeś zainfekowany kosmicznym pasożytem. Zastrzyk z odtrutką powstrzymałby jego rozprzestrzenianie.,Внутри вас поселился инопланетный паразит. Инъекция противоядия предотвратит его распространение.,あなたはエイリアンの寄生虫に感染しました。解毒剤の注射で進行を防ぐことができます。,一种外星寄生虫感染了你。你需要解毒注射液来防止病毒扩散。,外星寄生蟲已將你感染。注射解藥可防止其傳播。,외계 기생충이 감염을 일으켰습니다. 해독제 주사는 기생충 확산 방지에 도움이 됩니다.,Bir Uzaylı parazit size hastalık bulaştırdı. Panzehir enjeksiyonu hastalığın yayılmasını engelleyecektir.
igmEffectAlienParasiteStep2,The parasite spreads further out. You will die if you don't apply the antidote injection.,"Der Alien-Parasit hat sich ausgebreitet. Du wirst sterben, wenn du dir kein Gegengift spritzt!",L'infection du parasite se répand. Vous allez mourir si vous ne trouvez pas d'antidote.,Il parassita si sta diffondendo ulteriormente. Morirai se non assumi un'iniezione di antidoto.,El parásito se ha expandido más. Morirás si no usas la inyección de antídoto.,O parasita espalha-se mais. Irá morrer se não aplicar a injeção antídoto.,O parasita se espalha ainda mais. Você morrerá se não aplicar uma injeção de antídoto.,"Pasożyt rozprzestrzenia się dalej. Zginiesz, jeśli nie zastosujesz zastrzyku z odtrutką.","Паразит распространяется все шире. Вы умрете, если не сделаете иньекцию противоядия.",体内でエイリアンの寄生虫が増殖を広げています。治療が遅れればじき手に負えなくなるでしょう,外星寄生虫感染已扩散。如果不赶紧注射解毒注射液你会死的很难看。,寄生蟲發生進一步傳染。如果你不進行解藥注射將死亡。,기생충이 더 넓게 퍼집니다. 해독제를 사용하지 않으면 죽게 됩니다.,Parazit daha çok yayılıyor. Panzehir enjeksiyonunu uygulamazsanız öleceksiniz.
igmEffectAlienParasiteStep3,The alien parasite has infected your brain. You are dying...,"Der Alien-Parasit hat dein Gehirn infiziert, du liegst im Sterben...","La parasite a infecté votre cerveau, vous allez mourir ...",Il parassita alieno ha infettato il tuo cervello. Stai morendo ...,El parásito alienígena te ha infectado el cerebro. Te estás muriendo...,O parasita alien infetou o seu cérebro. Está a morrer...,O parasita alienígena infectou seu cérebro. Você está morrendo...,Kosmiczny pasożyt zainfekował twój mózg. Umierasz...,Инопланетный паразит инфицировал ваш мозг. Вы умираете...,エイリアンの寄生虫があなたの脳に感染しました。あなたは死のうとしている...,外星寄生虫已感染你的大脑，你的死期已到…,外星寄生蟲已感染你的大腦。你即將死亡…,외계 기생충이 뇌에 감염을 일으켰습니다. 죽어 가고 있습니다.,Uzaylı parazit beyninizi enfekte etti. Ölüyorsunuz...
igmEffectApplyMedikitLarge,You applied a large medikit.,Du hast ein großes Medikit angewendet,Vous avez utilisé un grand médikit,Hai utilizzato un Kit Medico Grande.,Has aplicado un Kit médico grande,Aplicou um medikit grande.,Você aplicou um kit médico grande.,Zastosowałeś dużą apteczkę.,Вы применили большую аптечку.,ビッグ・メディキットを使用しました,你使用了大医疗包。,你使用了大型醫療包。,대형 메디킷을 발랐습니다.,Büyük bir medikit uyguladınız.
igmEffectApplyMedikitSmall,You applied a small medikit.,Du hast ein kleines Medikit angewendet,Vous avez utilisé un petit médikit,Hai utilizzato un Kit Medico Piccolo.,Has aplicado un Kit médico pequeño,Aplicou um medikit pequeno.,Você aplicou um kit médico pequeno.,Zastosowałeś małą apteczkę.,Вы применили маленькую аптечку.,スモール・メディキットを使用しました,你使用了小医疗瓶。,你使用了小型醫療包。,소형 메디킷을 발랐습니다.,Küçük bir medikit uyguladınız.
igmEffectBadTrip,You are on a bad trip (stamina and health are decreasing)!,Du bist auf einem schlechten Trip (Stamina und Lebenspunkte gehen zurück)!,Vous délirez. Endurance et santé diminuent,Sei assuefatto da farmaci (Vigore e Salute stanno diminuendo)!,Te ha dado un mal viaje (la salud y la stamina están decreciendo),Está numa situação difícil (resistência e saúde estão a aumentar)!,Você está com um mal - estar (estamina e saúde estão descendo)!,Jesteś na złym tripie (kondycja i zdrowie maleją)!,У вас токсикоз (выносливость и здоровье падают)!,あなたは恐ろしい幻覚（体力と健康が低下中）をみている！,你产生了毒品幻觉 (耐力和生命在不断减少)！,你處於惡性反應狀態（耐力與生命值持續下降）！,불쾌한 여행을 하고 있습니다(체력 및 건강 약화)!,Bad trip yaşıyorsunuz (yaşam gücü ve sağlık azalıyor)!
igmEffectCold,You are feeling cold.,Dir ist kalt.,Vous ressentez le froid.,Senti freddo.,Sientes frío.,Está com frio.,Você está sentindo frio.,Jest Ci zimno.,Вы насквозь продрогли.,あなたは寒さに耐えかねている,你感觉太冷了。,你感到寒冷。,감기에 걸렸습니다.,Üşüyorsunuz.
igmEffectFire,You are burning. Get out of the lava.,Du brennst - verlasse die Lava!,Vous brûlez!! Ecartez-vos de la lave,Stai bruciando. Esci dalla lava!,Estás hirviendo. Sal de la lava.,Está a assar. Saia da lava.,Você está queimando. Saia da lava.,Płoniesz. Wyjdź z lawy.,Вы горите. Уйдите с лавы.,溶岩からダメージを受けています。溶岩から離れてください。,你身体在燃烧。赶紧离开岩浆！,你著火了。快離開熔岩。,불에 타고 있습니다. 용암으로부터 벗어나십시오.,Yanıyorsunuz. Lavın içinden çıkın.
igmEffectFoodPoisoning,"You have a food poisoning. Use an appropriate remedy (e.g., medikit or stomach pill) to cure the poisoning!",Du hast eine Lebensmittelvergiftung. Verwende ein geeignetes Medikament (zB Medikit oder Magentablette) um die Vergiftung zu heilen!,Vous avez une intoxication alimentaire. Utilisez un remède approprié pour vous soigner (medikit ou pilules pour l'estomac),Hai un avvelenamento da cibo. Utilizzare un rimedio appropriato (ad esempio un medicinale o delle pillole per lo stomaco) per curare l'avvelenamento!,Te has intoxicado. Usa un remedio apropiado (Kit médico o píldora de estómago) para curar el envenenamiento,Tem uma intoxicação alimentar. Utilize um remédio adequado (ex.: medikit ou comprimido para o estômago) para tratar o envenenamento!,"Você esta com uma intoxicação alimentar. Use um remédio apropriado (por exemplo, medikit ou pílula de estômago) para curar o envenenamento!","Masz zatrucie pokarmowe. Użyj odpowiedniego środka (np. Apteczka lub tabletki na ból żołądka), aby wyleczyć zatrucie!","Вы получили пищевое отравление. Примените соответствующее средство (например, аптечку или таблетки для желудка), чтобы вылечить отравление!",あなたは食中毒になっています。中毒を治すために、適切な救済策(例えば、メディキットや胃薬)を使用してください！,你食物中毒了。使用适当手段（例如医疗包或胃药）以治疗！,你食物中毒了。使用恰當的自救方式（如醫療包或胃藥）治療中毒狀態！,식중독에 걸렸습니다. 식중독을 치료하는 적절한 치료법(예: 메디킷 또는 위장약)을 사용하십시오!,Gıda zehirlenmesi yaşıyorsunuz. Zehirlenmeyi iyileştirmek için uygun bir şifa kullanın (ör. medikit veya mide hapı)!
